Name,Author,Image Link,Synopsis,Tags
"The Saga of Keres - Book 2: The Mask of Samel [Fantasy + Steampunk + Fighting + Kaijus + Progression + Magic vs Science]","Lucian T. Einar","https://www.royalroadcdn.com/public/covers-large/71862-keres-book-2-the-mask-of-samel-fantasy-steampunk.jpg?time=1710784690","Book One Blurb:","Portal Fantasy / Isekai, Progression, Anti-Hero Lead, War and Military, Martial Arts, Action, Adventure, Fantasy, Historical, Attractive Lead, Female Lead, Magic, Male Lead, Multiple Lead Characters, Reincarnation, Secret Identity, Steampunk, Strategy, Strong Lead, Villainous Lead"
"Accidental War Mage","Tom Writing Quietly","https://www.royalroadcdn.com/public/covers-large/70174-accidental-war-mage.jpg?time=1693434408","In a militaristic empire where war mages are prized and steam knights celebrated, Mikolai reluctantly signed up to be a steam suit mechanic to avoid conscription into the regular infantry. In this world, magical talent is rare, precious, and a pathway into the nobility. But Mikolai is a peasant from a small farming village with simple ambitions: Stay alive and do the right thing.","Progression, War and Military, Grimdark, Steampunk, Male Lead, Action, Adventure, Fantasy, Historical, Dystopia, Low Fantasy, Magic, Strong Lead"
"Echoes of the Tribulation: An Historical Apocalypse LitRPG Series.","Carl Dehal","https://www.royalroadcdn.com/public/covers-full/45434-echoes-of-the-tribulation-an-historical.jpg?time=1628117767","What you can expect:","LitRPG, Dungeon, Post Apocalyptic, War and Military, Martial Arts, Action, Adventure, Fantasy, Historical, Dystopia, Grimdark, High Fantasy, Low Fantasy, Magic, Male Lead, Mythos, Progression, Ruling Class, Strong Lead, Supernatural"
"The Demonologues","Bizmatech","https://www.royalroadcdn.com/public/covers-full/28229-the-demonologues.jpg","Indigo woke up in a body she didn't recognize, and a world she didn't know, without memories or even a name to define herself.","Portal Fantasy / Isekai, Multiple Lead Characters, Slice of Life, Strong Lead, Action, Adventure, Fantasy, Female Lead, Gender Bender, High Fantasy, Magic, Male Lead, Non-Human Lead, Reincarnation"
"Emmy And Me","Generic_User","https://www.royalroadcdn.com/public/covers-full/emmy-and-me-aabab9ojww4.jpg?time=1605247238","A young woman meets a new student at school and has her world turned upside down, leading her into a future she could never have possibly imagined for herself.","Urban Fantasy, Female Lead, Contemporary, Slice of Life, Strong Lead, Drama, Fantasy, Romance, School Life"
"The Scourged Earth","Mirrored","https://www.royalroadcdn.com/public/covers-full/18186-the-scourged-earth.jpg","Derrick is no ones hero.  He is barely dealing with his mundane life when all of humanity is forced to confront the extraordinary. Overnight, all across the world, mysterious machines appear. They offer people the chance to purchase almost anything they can think of. Weapons, medicine and even super human abilities are offered, seemingly for free.","LitRPG, Grimdark, Male Lead, Sci-fi, Action, Adventure, Horror, Cyberpunk, Magic"
"The Path of Ascension","C_Mantis","https://www.royalroadcdn.com/public/covers-full/the-path-of-ascension-aadaysitg8.jpg?time=1614591717","The Path of Ascension has moved to Kindle Unlimited (Chapters 5-41 removed). Here it is on Amazon and Audible.","LitRPG, Dungeon, Xianxia, Male Lead, Strong Lead, Action, Adventure, Fantasy, High Fantasy, Magic, Martial Arts, Progression, Soft Sci-fi"
"Young Flame [Book 3 Complete]","Joroboros","https://www.royalroadcdn.com/public/covers-large/66391-young-flame.jpg?time=1697672248","After the tragic loss of her mother, Solvei and her tribal family of áed — a nomadic race of beings made entirely of flame — flee their pursuers through the wasteland. But when unexpected events separate Solvei from her tribe, she finds herself alone and vulnerable in unknown lands. Now, with no clear path forward, Solvei must grow as both a person and in strength to survive her uncertain future.","Progression, Psychological, Non-Human Lead, Action, Adventure, Fantasy, Female Lead, High Fantasy, Magic"
"Apocalypse Born","artifex","https://www.royalroadcdn.com/public/covers-full/26974-apocalypse-born.jpg","The world as we know it ends in the year 2000. Over the course of a week, billions die and the survivors are faced with a reality that no longer makes sense. Can they fight back against wizards, monsters, and robots in a world where none of the old rules seem to apply, and their only ally is a mysterious heads-up display that reads like a particularly uninterested narrator?","LitRPG, Post Apocalyptic, Slice of Life, Adventure"
"Cultivation Nerd (xianxia)","HolyMouse","https://www.royalroadcdn.com/public/covers-large/cultivation-nerd-xianxia-91007.jpg?time=1707988855","Liu Feng wanted to be a cultivator who defied the heavens, surpassed all limits, and had jade-skinned beauties clamoring around him. He wanted to fight anyone who got in his way, and shatter the arrogance of those young masters!","Portal Fantasy / Isekai, Xianxia, Comedy, Male Lead, Adventure, Fantasy, Martial Arts, Reincarnation"
"Discount Dan","Shadow Alley Press","https://www.royalroadcdn.com/public/covers-large/72050-discount-dan.jpg?time=1699997704","Noclip In, No Way Out…All Dan wants is to find a way home. He’d settle for a beer, a bite to eat, and a place to sleep off his hangover.But, in an endless, ever-changing dungeon cobbled together from twisted carnivals, abandoned shopping malls, janky laundromats, and condemned insane asylums, getting a bit of shut-eye is harder than it sounds.Dan has accidentally “Noclipped” into the Backrooms—a bizarro, extra-dimensional Alice-in-Wonderland world, overrun with horrific nightmare creatures known as the Dwellers. No one ever gets out. Hell, forget about leaving, if Dan wants to survive the week, he’s going to need to harness the strange game-like magic of the Backrooms, make some very sketchy allies, and carve out a little safe haven to call his own.And he’s going to need to do it fast because Dan is being hunted. The Flayed Monarch of the 999th floor has marked him for death and no one walks away from the Skinless Court with their hide intact…","LitRPG, Portal Fantasy / Isekai, Post Apocalyptic, Comedy, Male Lead, Adventure, Contemporary, Horror, GameLit"
"His Soul is Marching On to Another World; or, the John Brown Isekai","The Cabbage Preacher","https://www.royalroadcdn.com/public/covers-large/57505-his-soul-is-marching-on-to-another-world.jpg?time=1684655430","And heaven shall ring with anthems o’er the deed they mean to do,For his soul is marching on.","Portal Fantasy / Isekai, War and Military, Comedy, Male Lead, Fantasy, Historical, Satire, First Contact, High Fantasy, Magic, Reincarnation, Ruling Class, Strategy"
"Unfathomable Power for the Low, Low Price of Someone Else's Soul","RaReason","https://www.royalroadcdn.com/public/covers-large/57721-unfathomable-power-for-the-low-low-price.jpg?time=1682488458","Book 1 Is COMPLETED! Currently updating book 2, set a year later.","Urban Fantasy, Anti-Hero Lead, Male Lead, Action, Fantasy, Horror, Low Fantasy, Magic, Supernatural"
"A Tyrant, Sort Of [LitRPG, Isekai, Dragon MC]","farawaymuse","https://www.royalroadcdn.com/public/covers-large/a-tyrant-sort-of-aacapqwiqxm.jpg?time=1682529444","Sable didn’t know what she had expected from the afterlife, but turning into a giant flying lizard hadn’t been it.And sure, she’s been thrust into a magic-crammed fantasy world with an obscenely powerful body, but things aren’t all great, here. There’s hordes of orcs to the north, an immortal legion of undead to the south, and fourteen human kingdoms who want the first dragon in centuries to be offed sooner than yesterday—except they’re too busy warring with each other to spare the resources. Good for her?And what’s up with the [Levels], [Classes], and [Skills] stuff? Specifically, her [Hoard] and [Notoriety] stats. She gets stronger the more gold she has? The more people are terrified of her? No wonder the human kingdoms want her head on a spike, with motivations like those. Dragons in the past must have been seriously unsavory sorts. Maybe she can find less … evil … ways to progress? What are the odds taxes and propaganda can get her where she needs to be? Protection in exchange for tithes, and campaigns to make her seem scarier than she is?That would make her a politician, wouldn’t it? A giant flying lizard politician.What a headache.","LitRPG, Portal Fantasy / Isekai, Dungeon, Comedy, Non-Human Lead, Action, Adventure, Fantasy, Attractive Lead, Female Lead, GameLit, High Fantasy, Magic, Progression, Reincarnation, Slice of Life, Strong Lead"
"Small Chests Are Fine Too","Exterminatus","https://www.royalroadcdn.com/public/covers-full/12878-small-chests-are-fine-too.jpg","It is an undeniable fact that good things come in small packages. More often than not, it is necessary to trim the fat in order to bring what really matters to the forefront. Having extra bulk may seem like a good idea, but in reality it is merely a crutch that will one day become a hindrance, as it is no substitute for personality nor ability. Indeed, often times it is the small things in life that brighten up our daily lives and constantly remind us exactly why we do the things we do.","LitRPG, Anti-Hero Lead, Non-Human Lead, Strong Lead, Adventure, Fantasy, Female Lead, Magic, Male Lead"
"Might as Well","kecskepasztor","https://www.royalroadcdn.com/public/covers-large/56447-might-as-well.jpg?time=1657706422","Sam went for a walk, with the goal of acquiring delicious baked goods. His journey landed him in the past of another world, with a set of memories that didn’t really belong to him. Making use of those memories, and his gaming knowledge, he joined the newest VRMMO, Magic Unbound, ready to enjoy his time in a game that was simply a pipedream in his original world.","Virtual Reality, Portal Fantasy / Isekai, Time Travel, Progression, Male Lead, Action, Adventure, Fantasy, Sci-fi, LitRPG, Magic, Reincarnation, Slice of Life, Soft Sci-fi, Strong Lead"
"ARMOR","Seersucker","https://www.royalroadcdn.com/public/covers-full/43947-armor.jpg?time=1645552510","I was created as the ultimate dungeon trap: a living suit of armor that devours any adventurer who dons me. My master created me for his entertainment, leading adventurers to ruin and betraying them at the last moment. This time will be no different.","Dungeon, Non-Human Lead, Secret Identity, Strong Lead, Drama, Action, Adventure, Fantasy, High Fantasy, Magic"
"Apocalypse Parenting","300YearOldMagician","https://www.royalroadcdn.com/public/covers-large/47434-apocalypse-parenting.jpg?time=1677776721","A few minutes ago, Meghan Moretti’s biggest concern was getting the kids’ athletic clothes washed in time for practice this evening. Now, it seems that Earth has been forced into participating in some high-stakes intergalactic reality television. All electrical wiring has been slagged, and most combustibles neutralized. Some kind of evil space rodents are appearing on the front lawn, too.","LitRPG, Urban Fantasy, Progression, Post Apocalyptic, Female Lead, Adventure, Fantasy, Sci-fi, Artificial Intelligence"
"Magical Girl Crystal Genocide","RavensDagger","https://www.royalroadcdn.com/public/covers-large/62977-magical-girl-crystal-genocide.jpg?time=1707418562","After Earth's magical girls accidentally destroy the entire planet, they decide to fix their mistake with the power of love, friendship, and overwhelming firepower.","Portal Fantasy / Isekai, Urban Fantasy, Progression, Super Heroes, Ruling Class, Action, Adventure, Comedy, Fantasy, Female Lead, Magic, Slice of Life, Soft Sci-fi, Strong Lead, Supernatural"
"My Children From Another World","_Glasses","https://www.royalroadcdn.com/public/covers-large/51532-my-children-from-another-world.jpg?time=1653091266","With souls and issues from a world very unlike his own, Rakta Velbrun must raise his children right, train their strange abilities, and keep the world from swallowing them whole.","Portal Fantasy / Isekai, Progression, Ruling Class, Martial Arts, Male Lead, Action, Adventure, Drama, Fantasy, Gender Bender, High Fantasy, Magic, Reincarnation, Slice of Life, Strong Lead, Supernatural"
"Coeus?","Andur","https://www.royalroadcdn.com/public/covers-full/4745-coeus.jpg","Author's Comment: I was asked about reading my work on other sites. The answer is simple: Currently I am not active in any other networks than royalroadl.com. Only here, I correct mistakes and errors. If you read it anywhere else and have to pay for it, or have to deal with an annoying amount of advertisement, You Are Being Betrayed. You would do good if you make other people in that network aware of it. This is a free project of mine for the purpose of having fun. And if people try to make money with it you shouldn't bother visiting their website. The only one whom I actually allowed to have my work on his website is Armaell who invested the time to compile them into pdf. (http://armaell-library.net/author/andur) ———————————————————————————————","Virtual Reality, Comedy, Sci-fi, Slice of Life, Action, Romance, School Life, Supernatural"
"The Dungeon Boss's Favorite Game - A Virmo Story","Michael Dale","https://www.royalroadcdn.com/public/covers-full/21276-the-dungeon-bosss-favorite-game-a-virmo-story.jpg","Kragathor is the final guardian of the world’s deepest dungeon. He is an immortal pinnacle of existence that is otherwise known as an ancient dragon. And he is terribly bored. His sole source of amusement comes from scrying on the adventurer teams that are in the upper levels of his dungeon.","Virtual Reality, Comedy, Non-Human Lead, Sci-fi, Adventure, Fantasy, Cyberpunk, LitRPG, Magic"
"Magic-Smithing","kosnik4","https://www.royalroadcdn.com/public/covers-full/31474-magic-smithing.jpg?time=1641536688","I put all the warning tags to give myself creative freedom, but the story isn't filled with excessive gore or swearing.","GameLit, Reincarnation, Female Lead, Slice of Life, Strong Lead, Action, Adventure, Fantasy, Gender Bender, High Fantasy, Magic"
"Summon Imp!","Oskatat","https://www.royalroadcdn.com/public/covers-full/33295-summon-imp.jpg?time=1595254591","Travel with a newly born demon as he grows and learns in his own world as well as in other worlds as he gets summoned again and again. Usually to die or kill for others in strange and exciting places, but it's never certain what the next one will bring. It has its perks. With each new world comes a new story with new experiences and new lessons. There is always more to see, more to learn and more to know. Maybe, someday, it will all make sense. For now he will just work hard to become stronger, to be useful and, hopefully, survive that way.","Anti-Hero Lead, Non-Human Lead, Slice of Life, Adventure, Fantasy, High Fantasy, Low Fantasy, Magic"
"Artisan","Literal Folly","https://www.royalroadcdn.com/public/covers-full/12563-artisan.jpg","Hi everyone, really, really sorry for disappearing on you guys, illness lead to a deep depressive episode that I'm still struggling with.","Virtual Reality, Non-Human Lead, Sci-fi, Fantasy, LitRPG, Male Lead"
"Courier Quest: A Cozy Isekai LitRPG (Available on Kindle Unlimited and Audible!)","Flossindune","https://www.royalroadcdn.com/public/covers-large/76199-courier-quest-a-cozy-isekai-litrpg.jpg?time=1707760928","Courier Quest is now available on Amazon and Audible, narrated by Giancarlo Herrera and Hannah Schooner!","LitRPG, Portal Fantasy / Isekai, Progression, Comedy, Male Lead, Adventure, Fantasy, Romance, GameLit, High Fantasy, Magic, Slice of Life"
"Millisecond: Superspeed is a curse","CrowsCrowCrow","https://www.royalroadcdn.com/public/covers-full/millisecond-superspeed-is-a-curse-gl-aaba2gqk-ra.jpg?time=1643237825","In a world of superheroes, Milly awakens her power as a speedster but finds herself slowly drifting away from everyone due to her new perception of time when it turns out that her superspeed doesn’t come with an off-switch.","Super Heroes, Female Lead, Strong Lead, Drama, Action, Mystery, Romance, School Life"
"The Hedge Wizard","Alex M","https://www.royalroadcdn.com/public/covers-large/43181-the-hedge-wizard.jpg?time=1653346678","Book 1 - 3 are now available on Kindle, Kindle Unlimited and Audible.","GameLit, Dungeon, Comedy, Male Lead, Action, Adventure, Fantasy, Grimdark, High Fantasy, Magic, Progression"
"Darkhelm","BardLyre","https://www.royalroadcdn.com/public/covers-large/64835-darkhelm.jpg?time=1702575883","Book One: Darkhelm","LitRPG, Anti-Hero Lead, Ruling Class, Grimdark, Psychological, Fantasy, Historical, Horror, Dystopia, Female Lead, High Fantasy, Magic, Mythos, Strong Lead, Supernatural"
"An Immortal's Retirement: To Achieve Peace","Malaklein","https://www.royalroadcdn.com/public/covers-large/65789-an-immortals-retirement-to-achieve-peace.jpg?time=1682640306","Array King Dane has had enough of the cultivator's world. Fight, kill, grow stronger, and fight some more, that was their lifestyle. Cultivation was nothing more than the eternal rat race of immortals and everyone falls at one point or another. Eternity made any odds a guarantee given enough time, and Dane was quitting the game while he was still ahead.","Portal Fantasy / Isekai, Progression, Xianxia, Comedy, Male Lead, Adventure, Fantasy, Satire, High Fantasy, Magic, Martial Arts, Mythos, Slice of Life, Wuxia"
"Godslayers","Trollmore","https://www.royalroadcdn.com/public/covers-full/godslayers-aabatxyqphe.jpg?time=1647836269","In the ancient, brutal days, the Eifni Organization reached heaven through violence and tore the gods from their thrones.","War and Military, Psychological, Female Lead, Sci-fi, Secret Identity, Action, Mystery, Soft Sci-fi, Strategy, Strong Lead, Technologically Engineered"
"Renalia's Tale [Deckbuilding]","DataNerdX","https://www.royalroadcdn.com/public/covers-large/68324-renalias-tale-deckbuilding.jpg?time=1689395324","What if on everyone’s birthday, they got a skill card encapsulating their past year? And what if it's [Resist Hunger] seven years in a row?","Progression, Psychological, Multiple Lead Characters, Slice of Life, Tragedy, Drama, Fantasy, Female Lead, High Fantasy, Magic"
"The Burning Witch: Volume 3","Delemhach","https://www.royalroadcdn.com/public/covers-large/the-burning-witch-aaaaiswmre.jpg?time=1660686583","With a glorious win under Katarina's belt following her duels with Troivack's own knights, she thinks she is entitled to rest! However that might not be in the cards for her as her father, Finlay Ashowan, hero of Daxaria, and powerful house witch, has officially arrived at the castle. While his presence is a relief to some as he may be able to shed light on the mysteries surrounding the devil, Kat is more than a little anxious to share with her father everything that has happened since she's arrived in the foreign kingdom. Will her father's presence with his familiar, Kraken, be what tips the scale in a coming civil battle? Or will the Ashowan family be torn apart under the stress as news that there may be an enemy close by comes to light. Find out in the final book of The Burning Witch trilogy!","Comedy, Female Lead, Strong Lead, Adventure, Fantasy, Romance, High Fantasy, Magic"
"The Type Specialist","Incarnated Whisp","https://www.royalroadcdn.com/public/covers-large/the-type-specialist-aabapxwzobe.jpg?time=1654415402","Alex wakes up in the world of Pokémon. Obviously, the next step is to become a Pokémon Trainer, but not just any Pokémon Trainer. Why should I be mediocre with every type when I can be an expert in one?","Portal Fantasy / Isekai, Urban Fantasy, Progression, Strategy, Action, Adventure, Fantasy, Supernatural"
"Path of the Dragon Mage","S.G. Seabourne","https://www.royalroadcdn.com/public/covers-full/40062-path-of-the-dragon-mage.jpg?time=1636666134","(LitRPG/GameLit)","LitRPG, Progression, Male Lead, Secret Identity, Drama, Action, Adventure, Fantasy, GameLit, High Fantasy, Magic"
"Valkyrie's Dawn","Selkie","https://www.royalroadcdn.com/public/covers-full/51389-valkyries-dawn.jpg?time=1645154496","It's hard being a [Peasant] on Pallos. Immortal troll [Jarls] crush mortals under their boots, dinosaurs roam the lands, pirates sail the seas, and goblin hordes run rampant.","LitRPG, Progression, Female Lead, Strong Lead, Action, Adventure, Fantasy, Short Story, Attractive Lead, GameLit, High Fantasy, Magic"
"Ben's Damn Adventure: The Prince Has No Pants","saltywaters","https://www.royalroadcdn.com/public/covers-full/32411-bens-damn-adventure-the-prince-has-no-pants.jpg?time=1593735193","A comedy.","LitRPG, Portal Fantasy / Isekai, Dungeon, Comedy, Multiple Lead Characters, Action, Adventure, Fantasy, GameLit, High Fantasy, Magic, Male Lead, Strong Lead"
"String [Superheroes, Technological Progression]","Sivam","https://www.royalroadcdn.com/public/covers-large/string-litrpg-lite-technological-progression-aadaa75pdhm.jpg?time=1685963985","The year is 2021 and Earth is struggling to keep itself afloat. Evohumans are running amok and the Allied Nations are fighting to police the chaos they inflict on the global population. The world teeters on the brink, edging ever closer to total collapse and so far, it doesn’t look like anyone is able or even willing to stop it.","Urban Fantasy, Progression, Super Heroes, Male Lead, Sci-fi, Action, Adventure, Dystopia, Low Fantasy, Secret Identity, Soft Sci-fi"
"Fleabag: A Monster Evolution LitRPG","SomeoneToForget","https://www.royalroadcdn.com/public/covers-full/46620-fleabag.jpg?time=1635795746","In the deepest reaches of the Bone Pits, a canine seemingly like any other woke up in the ruined remains of a wooden box.With knowledge it shouldn't have, fleeting memories it couldn't reach, and the icy grasp of death crawling up its spine with every labored breath, it simply wished to live another day.","LitRPG, Villainous Lead, Grimdark, Steampunk, Multiple Lead Characters, Action, Adventure, Fantasy, Horror, GameLit, Genetically Engineered, High Fantasy, Magic, Non-Human Lead"
"She of Many Dragons","HonourRae","https://www.royalroadcdn.com/public/covers-large/she-of-many-dragons-aabapp3qqrq.jpg?time=1706600183","Dragons are the enemy of the kingdom and Alice is now their master.","LitRPG, Progression, Female Lead, Sci-fi, Secret Identity, Action, Adventure, Fantasy, GameLit, High Fantasy"
"Keeper of Totality [Time-Travel LitRPG]","Infinityphoenix","https://www.royalroadcdn.com/public/covers-large/71469-keeper-of-totality-time-travel-litrpg.jpg?time=1701678900","[Participant in the April 2024 Hiatathon Challenge (Jk, I'm in Writathon)]","LitRPG, Portal Fantasy / Isekai, Time Travel, Anti-Hero Lead, Ruling Class, Action, Fantasy, Mystery, Sci-fi, Cyberpunk, Female Lead, High Fantasy, Magic, Multiple Lead Characters, Mythos, Secret Identity, Strong Lead, Xianxia"
"Mark of Time: A LitRPG Timeloop","KrazeKode","https://www.royalroadcdn.com/public/covers-large/51870-mark-of-time-a-litrpg-timeloop.jpg?time=1681313249","In a trial of gods, where eight Marks would compete to find treasures unseen and vast, a ninth one appears with the ability to revert time.","LitRPG, Time Loop, Progression, Female Lead, Action, Adventure, Fantasy, Mystery, GameLit, High Fantasy, Magic, Time Travel"
"Apocalypse Redux (a LitRPG Apocalypse)","Jakob H. Greif","https://www.royalroadcdn.com/public/covers-large/52873-apocalypse-redux-a-litrpg-apocalypse.jpg?time=1706381132","Books 1, 2, 3, 4 and 5 are now on Amazon (and Kindle Unlimited)!","LitRPG, Time Travel, Action, Adventure, Fantasy"
"Tinea and Leah [Cyberpunk, Alien Incursions, Murder and Mayhem, Girl's Love (WLW)]","Eleeyah","https://www.royalroadcdn.com/public/covers-large/66260-tinea-and-leah-cyberpunk-alien-incursions.jpg?time=1695043033","Aden... Aden had an ugly childhood. It taught him how to fight and survive, taught him how to run and hide and cut ties. Taught him that he wasn't born right. It didn't teach him much else. So Aden ran.","Virtual Reality, Progression, Super Heroes, War and Military, Psychological, Action, Romance, Sci-fi, Artificial Intelligence, Attractive Lead, Cyberpunk, Dystopia, Female Lead, First Contact, GameLit, Gender Bender, Genetically Engineered, LitRPG, Multiple Lead Characters, Non-Human Lead, Secret Identity, Slice of Life, Soft Sci-fi, Strategy, Strong Lead, Technologically Engineered"
"The Simulacrum","Egathentale","https://www.royalroadcdn.com/public/covers-full/23173-the-simulacrum.jpg","""He who fights with harem tropes should see to it that he himself does not become a harem protagonist. And if you gaze for long into a narrative, the narrative gazes also into you."" --- Friedrich Nietzsche (probably?)","Urban Fantasy, Comedy, Male Lead, Slice of Life, Fantasy, Romance, Magic, Supernatural"
"Rune Seeker: A Progression Fantasy litRPG (Book3 will be stubbed on the 12th)","J.M. Clarke (U Juggernaut)","https://www.royalroadcdn.com/public/covers-large/73095-rune-seeker-a-progression-fantasy-litrpg.jpg?time=1704750968","Rune Seeker Book 1 and 2 have launched on Amazon! If you'd like to read it, find it here: https://www.royalroad.com/amazon/B0CBSQZMW4Or Try the Audiobook, narrated by Ralph Lister (Mage Errant, Malazan): https://www.royalroad.com/amazon/B0CDMVD1YMBook 3 running on Royal Road####Hiral is the Everfail, the weakest person on the flying island of Fallen Reach. He trains harder than any warrior. Studies longer than any scholar.But all his people are born with magic powered by the sun, flowing through tattoos on their bodies. Despite having enormous energy within, Hiral is the only one who can’t channel it; his hard work is worth nothing.Until it isn’t.In a moment of danger, Hiral unlocks an achievement with a special instruction: Access a Dungeon to receive a Class-Specific Reward.It’s his first—and maybe last—chance for real power. Just one problem: all dungeons lay in the wilderness below the flying islands that humanity lives on, and there lay secrets and dangers that no one has survived.New powers await, but so do new challenges. If he survives? He could forge his own path to power.If he fails? Death will be the least of his problems####","LitRPG, Progression, Action, Adventure, Fantasy"
"Tidal Lock","ResonantIce","https://www.royalroadcdn.com/public/covers-full/3892-tidal-lock.jpg","Humanity has finally taken the next step into space. Governments run research stations throughout the solar system while private enterprises mine asteroids for rare metals and exotic minerals. However, space remains beyond the reach of the everyday person. In contrast, virtual reality technology has led to an explosion of full immersion entertainment for the average consumer, and many people turned to VR for the thrill of spaceflight.One game, Parallax Gate, lets its players experience living in an interstellar civilization. For maximum realism, its developers created a world solely defined by the players' personal skills and ability.Mark Asami, a student of aerospace engineering at MIT, dreams of bringing spaceflight to the masses. To his disappointment, his first year courses barely relate to his interests, so he passes time as Aero Rayne in Parallax Gate with his roommate and their organization, the Temple Wraiths. Before they realized, a chain of in-game events drew them deeper into the game's world and politics than they ever intended to go.","Virtual Reality, Space Opera, Strategy, Male Lead, Sci-fi, Action, GameLit, School Life, Slice of Life"
"Micro - Efficient and Reliable Cultivation [deckbuilding, cultivation, isekai]","eric_river","https://www.royalroadcdn.com/public/covers-large/56973-micro-efficient-and-reliable-cultivation.jpg?time=1699772657","Dungeons? Cultivation? Core Cards? Other Worlds? Dirt Roads?!","GameLit, Portal Fantasy / Isekai, Dungeon, Xianxia, Comedy, Action, Adventure, Fantasy, High Fantasy, Magic, Male Lead, Martial Arts, Non-Human Lead, Progression, Reincarnation, Strong Lead, Supernatural"
"The Dreaming Sceptre (Completed)","J.M. Clarke (U Juggernaut)","https://www.royalroadcdn.com/public/covers-full/26141-the-dreaming-sceptre.jpg","Endless nightmares plague the desert city-state of Zabyalla.The Merchant Prince Cas wields a vile magic to control the dreams of all those that sleep within its walls. A pair of thieves break into his palace to take his secrets and treasures, yet a grisly fate has awaited all those that failed in the past.There will always be heads for Cas' pikes.A fast-paced dark fantasy adventure.This story has a sequel called The Ogre's PendantAll stories and characters - including The Dreaming Sceptre - written by Traitorman are created by and are the intellectual property of J.M. Clarke","Multiple Lead Characters, Strong Lead, Action, Adventure, Fantasy, Short Story, Female Lead, Magic, Male Lead, Mythos"
"Vaudevillain","tetran","https://www.royalroadcdn.com/public/covers-large/32983-vaudevillain.jpg?time=1660746850","Volume 1 link!Volume 2 link!","Virtual Reality, Villainous Lead, Super Heroes, Comedy, Male Lead, Action, Sci-fi, GameLit, LitRPG"
"Broken Path: The Song of Blood and Shadow [A Gritty Cultivation Epic]","MaerBear","https://www.royalroadcdn.com/public/covers-large/70471-the-song-of-blood-and-shadow-a-gritty-cultivation.jpg?time=1689566898","Money and Qi are the keys to power in the Republic of Ardus. Ren has neither.","Progression, War and Military, Xianxia, Psychological, Male Lead, Action, Adventure, Fantasy, Magic, Martial Arts, Mythos, Strategy, Wuxia"
"Lost in Love","OrderMaster","https://www.royalroadcdn.com/public/covers-full/20861-lost-in-love.jpg","My name is Alexander Halesworth, sole heir to a prestigious ducal house. Or rather, that’s what my identity is supposed to be now. I still haven’t gotten used to this whole situation yet.","Reincarnation, Comedy, Male Lead, Slice of Life, Adventure, Fantasy, Romance"
"The Stormcrow Cycle [Slow-burn Slice-of-Life Tragic Fantasy Romance]","bokhi","https://www.royalroadcdn.com/public/covers-large/49362-the-stormcrow-cycle-slow-burn-slice-of-life.jpg?time=1699841130","Once a powerful and celebrated witch, Ba'an salu-Ba'an now lives alone in a desert cave, waiting to die. When she rescues an outlander from certain death, her life is turned upside-down as he brings light into her home...and heart.","Grimdark, Psychological, Female Lead, Slice of Life, Strong Lead, Fantasy, Romance, Tragedy, High Fantasy, Magic"
"Dawn of the Density God [Progression LitRPG]","ToraAKR","https://www.royalroadcdn.com/public/covers-large/67481-dawn-of-the-density-god-progression-litrpg.jpg?time=1712257657","Book 2 has officially launched on Amazon!","LitRPG, Progression, Xianxia, Strong Lead, Action, Magic"
"A Dream of Wings and Flame","Cocop (Cale Plamann)","https://www.royalroadcdn.com/public/covers-full/a-dream-of-wings-and-flame-aacaz3tulw8.jpg?time=1619460333","Kobolds cower at the bottom of the foodchain, forced to eke out a meager existence in the most wretched of caves.","Progression, Comedy, Non-Human Lead, Action, Adventure, Fantasy, Attractive Lead, High Fantasy, Magic, Male Lead"
"Rise of the Living Forge [A Blacksmith litRPG]","Actus","https://www.royalroadcdn.com/public/covers-large/79094-rise-of-the-living-forge-a-blacksmith-litrpg.jpg?time=1705425206","Ever since Arwin was summoned as a child, all he has known is war. And now, to claim the demon queen's life and end the war, he has to kill himself.","LitRPG, Portal Fantasy / Isekai, Progression, Martial Arts, Male Lead, Action, Adventure, Fantasy, Mystery, GameLit, Magic, Secret Identity, Strong Lead"
