"Novel Name","Genre",Tags,"Image Link","Synopsis"
"One Night Stand With My Boss","Billionaire Romance","one-night stand,HE,dominant,boss,drama,bxg,office/work place,love at the first sight,assistant","https://assets.dreame.com/cover/2024/02/27/176234567554430976065dd6fee37581.png@.webp","Alcohol and heartbreak are definitely not a good combo.Too bad I learnt that a little too late.

I’m Tessa Beckett and I painfully got dumped by my boyfriend of three years.

That led me to getting drunk at a bar and having a one-night stand with a stranger.

Before he would see me as a slut the next day,I paid him for the s*x and deeply insulted his ability to please me.

But this stranger turned out to be my new boss!"
"Forced To Be Ruthless Alpha's Breeder","Werewolf Romance","alpha,one-night stand,HE,fated,shifter,dominant,blue collar,drama,bxg,campus,musclebear","https://assets.dreame.com/cover/2024/02/27/176234452148995276865dd6edb8c21c.png@.webp","*** He fell in love with her the day he lost her ***

Getting bullied for years, being rejected by her own mate, and being threatened to be a pack w***e, Crystal finally decided to take her sick mom to leave this filthy pack.

To cross the border and get rid of the chasing, she had to accept a deal from a stranger. To be a breeder for some rich family.

However, the moment she entered the wrong room, her fate pushed her to another dangerous edge. She had a one-night stand with the wrong guy and got pregnant for him!

What's worse, the wrong guy turned out to be the most ruthless Alpha, who would never accept a weak Omega like her to be the mother of his heir!

***

'Alpha Ramos?' Crystal gasped at their words. 'The strongest and the cruelest Alpha in the world!'

The moment she realized, the furious Alpha dashed toward her and caught her arms. Now, she had nowhere to run.

""A...alpha, I d...didn't mean to...""She tried to explain shivering, but he just stared at her belly harshly.

""P...plea...se, don't hurt my..."" She wanted to cover her belly and his furious roar echoed in the hall, making her heart drop to the ground with his words,

""Puppies, MINE!"" He glared at her with anger burning in his eyes, ""How dare you an omega steal my seed!"""
"Married To My Ex's Brother","Romance","revenge,HE,arranged marriage,heir/heiress,drama","https://assets.dreame.com/cover/2024/02/24/176139206582623436865d9f7d026303.png@.webp","It all started from the day she broke up with her boyfriend, Felix. She was r***d in a birthday party and the incident couldn't be traced.Her company went down and even the sales dropped. Now the only way to get back her reputation and her company is to get married to the CEO of babel's group and merge her company with his—but it turned out that the CEO is her ex-boyfriend's brother. Their love grew deeper, and at a dime minute she found out that her so-called husband was the one who r***d her and damaged her reputation. Will she divorce him and lose her company or stay with him in Bitterness and hatred?"
"Never meant to be","Romance","billionaire,HE,friends to lovers,arranged marriage,goodgirl,heir/heiress,kicking","https://assets.dreame.com/cover/2024/02/24/176136518441026355265d9dec7524e6.png@.webp","Amelia's life changed in an instant when she was asked to marry Zayn Lyon in place of her sister who ran away on the day of her wedding. Amelia had to marry Zayn to save her family from ruin and shame. Life with Zayn was sickening at first for Amelia as she also has a life she left behind. As the couples grows closer, they must battle the demons of their past and the lives they left behind. What will happen when Cindy, Amelia's sister finally returns and want Zayn all to herself while Amelia was already pregnant? Will Zayn chose Amelia and his child over Cindy whom he still has feelings for or will he take Cindy back and leave Amelia to an ill fated life again?"
"Love Will and Testament","Romance","arranged marriage,heir/heiress,lighthearted,mystery,loser,witty,campus,enimies to lovers","https://assets.dreame.com/cover/2024/02/23/176106466873227264065d8c6e6848c5.png@.webp","In the bustling city of Metropolis, where towering skyscrapers scrape the clouds and the pulse of life beats relentlessly, lies the enigmatic world of the Singh-Tan and Ambers families. Arki Blake Singh-Tan, the charismatic scion of the Singh-Tan conglomerates, and Addison Ambers, the compassionate daughter of the esteemed Ambers Group of Companies, find their lives unexpectedly intertwined in a tale of love, ambition, and intrigue.

Arki, with his striking brown eyes and confident demeanor, is the epitome of charm and intellect. As the eldest son of the illustrious Stephen Tan, owner of the formidable Singh-Tan empire, Arki is no stranger to the complexities of the business world. But beneath his suave exterior lies a restless soul yearning for something more—something beyond the confines of corporate success.

Meanwhile, Addison, with her unique blend of compassion and determination, defies the expectations of her privileged upbringing. Born into a world of business and privilege, her heart lies elsewhere—in the pursuit of helping the less fortunate and healing the afflicted.

As fate would have it, the paths of Arki and Addison collide when their families arrange a bid to secure the future of their respective empires. Caught in a whirlwind of obligations and expectations, Arki and Addison must navigate the treacherous waters of love and ambition, all while grappling with their own desires and aspirations.

But as they embark on this unexpected journey together, Arki and Addison soon discover that there is more to their arranged marriage than meets the eye. Under the facade of duty and obligation, sparks fly and passions ignite, drawing them closer with each passing day.

As their wedding day looms on the horizon, Arki and Addison must confront the ghosts of their pasts and the uncertainties of their futures. Will they succumb to the pressures of their families and society, or will they dare to follow their hearts and forge their own destiny?

But just when everything seems to be falling into place, a shocking revelation threatens to tear Arki and Addison apart. Will their love be strong enough to withstand the trials that lie ahead, or will they be forced to make the ultimate sacrifice in the name of family and duty?"
"Married On Paper To The Billionaire","Romance","love-triangle,HE,drama,mythology,lies","https://assets.dreame.com/cover/2024/02/20/175994508102643302465d4b434a16a8.png@.webp","Love is not part of why billionaire CEO, Kane Beaumont marries his virgin bride, Emilia Taylor. It is purely a contract deal to him and nothing more.

Emilia's motive for marrying a man she barely knew was to save her family's business from the claws of evil loan sharks. However, she doesn't count on being hopelessly attracted to him even when he treats her like a worthless

peasant.

Their relationship is chaotic, thanks to Kane's lover who is determined to ruin any opportunity of their romance ever blooming. Even if it means putting Emilia's life in danger, setting her up, and turning the world against her.

When sparks begin to fly between Kane and Emilia after an unfortunate accident, their relationship goes through a tough test that destroys the tiny flames of love burning between them.

Will love eventually find a way, or will this marriage continue to be a high-stakes business deal with dangerous rewards?"
"My Mate is an Alpha","Romance","HE,kicking,pack,love at the first sight","https://assets.dreame.com/cover/2024/01/25/175056972060626944065b298b8165b8.png@.webp","Sasha Stone always had an exemplary reputation. A Gamma by birth, she was respected because of her bloodline, and cherished because of her lovable personality. However, that was all she would ever be - the daughter of a Gamma, unable to fulfill an important role. Or so she thought, until she meets her mate and her world is suddenly flipped upside down.

Cedar Adalwolf is a fair leader who had been eagerly waiting for his Luna since he took his father’s place. From the moment he locks eyes with Sasha, he immediately recognizes her as the powerful mate who will help him reach his full potential. Once he learns about her fighting spirit, he will stop at nothing to help make her dreams come true.

Only they didn’t expect their journey as leaders to be filled with challenges. As they fight for what they believe in, they uncover dark secrets and dangerous enemies, putting not only their bond but also their lives at risk.

Will Sasha and Cedar succeed, or will their connection be shattered by the enemies who wish to destroy everything they’ve worked so hard for?"
"Mated To My Brother","Romance","forbidden,fated,powerful,sweet,bxg,campus,pack","https://assets.dreame.com/cover/2024/03/28/17733146689333985286605579a9dc03.png@.webp","""Spread those legs wide for me, kitten. I want you to feel me as I fill your warm confines."" My brother, Damian whispered into my ears sending a delicious chill spreading throughout my body."" But... this is wrong, you are my..."" My next words died in my throat as he thrust into me, a moan tearing through my mouth.*************Mia was always the apple of her brothers eyes until he turned eighteen. His behavior towards her changed even leaving home.When she turns eighteen, shock hits her when she realizes that he was her mate.How?Could this be a mistake?Is there a chance this forbidden Passion can bloom to something beautiful or will they shun the idea?"
"My Ex-wife Is A Big Shot","Billionaire Romance","HE,second chance,kickass heroine,powerful,boss,billionairess,heir/heiress,drama,bxg,substitute","https://assets.dreame.com/cover/2024/01/15/174682119680628326465a4f5a2f0930.png@.webp","""I want a divorce!""

Instead of a gift, Charlotte receives divorce papers from her husband, Bill Stanford on the day of their third marriage anniversary.

With Bill's first love back in town, Charlotte is framed for a crime she did not commit and locked up in a cell. But why did Bill go crazy and start missing her after she disappeared?

Just when Bill realizes that Charlotte is the one he truly loves, she returns with a different identity. Everyone is left in awe when she is revealed to be a big shot with an exceptional IQ.

Now, Bill desperately wants his wife back.

Would Charlotte give their marriage a second chance or seize the opportunity to take revenge on all those who wronged her....including Bill?"
"His Innocent Queen","Romance","dark,forbidden,mafia,addiction","https://assets.dreame.com/cover/2024/01/23/174978919403483545665afc1ccfd8cf.png@.webp","Ace's life was quickly spinning out of control when he was hit upside the head by some unknown man. Berkley comes to his rescue when she finds him and he swears he see's an angel when he wakes up in the ambulance. Can he put his life back together in time to be with Berkley or will he let his life control him.

When Berkley took the job in Cedar Hills she had one goal in mind. Meet her father and have a chance at a real family but when he dies before she can meet him she learns she has a step brother and their father isn't the man she thought. She planned on leaving until she found a man who turned her world upside and he didn't notice her all that much until she saves him. There are only two problems it's her brothers best friend and he is a man with expectations and she is doesn't know how to meet those expectations."
"STOLEN BY THE HEARTLESS LYCAN","Romance","dark,HE,curse,arrogant,blue collar,bxg,pack,love at the first sight","https://assets.dreame.com/cover/2024/01/04/17429581920710246406596e7ee1ed90.png@.webp","“You understand that I am never letting you go now, don’t you? As soon as I step out this door, you are mine, Coralie. I own every inch of you and you belong only to me.”

Creed

Killing her father was never the plan, keeping her for myself was never supposed to happen.

But every rational thought went to blazes as soon as our eyes met. I knew she would ruin me the moment I saw her and I knew I’d love every damn moment of it. She was supposed to be a gift from her traitor of a father, an apology for double crossing my family but I killed him anyway and took her.

Before I know it, she’s worming her way into my bed and into my heart and I’m helpless to stop her. Soon, my enemies take notice and decide to use her to get to me. But I will burn this city to the ground before I let them touch her. If they want her, they’ll have to pry her from my cold, dead hands. Coralie is mine to keep.

Cora

I’m used to my father making bad deals with the wrong people and making me pay the consequences afterwards. But Creed Talaverra is the worst consequence of all.

Son of the most powerful family in existence and rumoured to be cold, brutal and literally without a beating heart, I know I won’t make it out alive when I’m taken by him. Using my wiles and my wits is the only method of self preservation I have.

The plan was simple, seduce him and make him want me long enough to plan my escape but I never imagined falling for the cruel and frigid alpha prince. I know that if I want to get out of this alive, I can’t risk putting my heart in the equation.

But with every rough touch, every dark gaze, every taste of sin, I fall deeper and deeper, losing myself completely in him until I can’t find my way back up.

#Dreame Writing Marathon II"
"BARREN EX-LUNA RETURNS WITH TRIPLETS","Werewolf Romance","alpha,HE,escape while being pregnant,second chance,powerful,drama,bxg,werewolves,office/work place,seductive","https://assets.dreame.com/cover/2024/02/02/175339848897863270465bce3365839f.png@.webp","#DreamewritingmarathonIII

All her life, she had only loved one person, and that was Brian Deluxe. The one who had chosen her to be his Luna before everyone's eyes, and had made her believe she would find rest in him. But it was all wrong. Tears flowed down her face as he dropped the divorce papers before her.""Sign it, Sherry, and leave!""She knew it was coming, because his childhood friend, Amanda, was back. Picking up the divorce papers, she signed them and left.Just as she thought she had finally escaped her past and was putting the pieces of her life back together, she found out she was pregnant and Brian was the father of her children.But her situation didn't get any better, because soon, she was forced to live with her ex-alpha mate under some unfortunate circumstances. Sherry was afraid to open her heart again, but would she be able to resist Brian's charms once more? Or would she accept another man's hand to save her from her past?"
"The Dragon King's Mate","Romance","one-night stand,HE,playboy,arrogant,king,drama,bisexual,another world,dragons","https://assets.dreame.com/cover/2023/11/16/1724967559935811584655574d989aae.png@.webp","Sienna has not had an easy life, being ignored by her family and then captured by a group of rogue traffickers. Only to discover the biggest betrayal of all that her family was involved in it. With a new life ahead of her and finally being able to start picking up the pieces in her life as she trains and works with the elite squad she faces even more let downs and heartbreak. Meeting your mate is supposed to be a magical occurrence, but what if you mate is an arrogant self proclaimed man wh.ore, with serious issues with double standards. Let’s just say the path to love doesn’t always run smoothly. Filled with his own ignorant notions, King Sirius breaks his mates heart without realising who she is. Once he discovers the truth, will it be too late to find her and win her back. Or is it time his past behaviour and attitude have finally caught up with him. It is about time this arrogant a.sshole learned how to be humble if he ever wants to find true happiness in his life otherwise he will end up alone. Can be read as a stand-alone, but for a better understanding of some of the characters that appeared in the first book, you may want to read that one first. An overview of events that affected Sienna in the first book will be given so that you will understand her life and the things that have shaped her into the person she is. The first book in the series is called The Hybrid Queen. If you want to check it out, King Sirius also features in it but not in any vital way that will affect this book."
"CHAOS","Werewolf Romance","alpha,reincarnation/transmigration,family,fated,kickass heroine,powerful,warrior,deity,werewolves,betrayal","https://files.dreame.com/group1/M00/02/AA/rB84XV32TbCAIRVtAAECo7CWK64512.png@208w_300h_2e_53287592837a.webp","Underestimated…

That is what I have been almost all my life just because I am a female, a woman, a lady... but I understand… this world is filled with egotistic and chauvinistic men that need to be taught a lesson and I am more than happy to do so…

My life has never been all fun and roses… I still had my mum and brothers but it will never be the same without my father. I may be of age. Far past the finding your mate age but that doesn’t mean I am in a hurry to get a mate not that I don’t want one. I do but I’m just not in a hurry.

But the goddess ad fate as always did the exact opposite of what my heart desired… they brought my mate to my doorstep and I took it with a determined heart but I was in for a surprise.

My mate wanted another yet he didn’t want to let me go. He wanted to eat his cake and have it. Forgetting that life doesn’t work that way. He welcomed me into his home and pack with a happy face yet I was being disrespected, ridiculed and pitied behind my back.

I may act ignorant but I’m no fool. I like to plan my actions before I take it so that I would be well prepared for the consequences that may follow. And as usual my new pack comes first before my needs but that doesn’t stop me from showing my mate that he messed with the wrong b***h.

Because I was named CHAOS for a reason. I am going to tear into his conscience and torment the living daylights out of him for I may be a b***h. But I am nobody’s b***h…"
"The Rise of the Phoenix","Romance","reincarnation/transmigration,HE,king,bxg,another world,dragons,love at the first sight","https://assets.dreame.com/cover/2024/01/25/175052874697477734465b2728f815b6.png@.webp","Crimson Fireheart is your typical dragon Beta’s daughter, fiesty, fierce, and does not put up with cr.ap from anyone, especially not the males in her pack. The only thing not typical about her was the fact that she didn’t get her dragon on her 18th birthday like the rest of her family.All her family members had received their powerful fire dragon except her, and it was a cause for concern for many of the pack members who spoke about it behind her and her families back.Unknown to the rest of the pack members, the royals and her family had already been told that she would have strength that would rival even the king, but her destiny did not belong in his kingdom. With her already even surpassing her brother, the royal beta in strength and skill on the training field they were in no doubt the predictions were true.Sometimes, finding your mate is not as simple as it seems, with jealous mean girls, a devious ex, and his people worried that you are not good enough. Will it ever be able to work out? A viscous attack shows Crimson and everyone else her true potential, but will that put an end to this fiery red heads troubles.

*This can be a standalone book, although characters from the previous books in the Elysium Chronicles will be mentioned, and some events."
"Betrayals - The Future Queen of Werewolves (Book 1)","Romance","cheating","https://assets.dreame.com/cover/2024/01/30/175218611241345433665b87a1918be2.png@.webp","""I, Lincoln Thomas future Alpha of the Emerald Green Pack reject you, Lilah Benecio, as my mate and future Luna."" After being rejected by her first mate Lilah has a point to prove. Join her as she shows the werewolves just how strong she truly is, but it’s not as easy as it sounds. Along the way she will be faced with betrayals, heart ache and loss, can she emerge and help strengthen the werewolf kingdom?"
"Lost Lycan Princess","Werewolf Romance","adventure,alpha,badboy,powerful,heir/heiress,bxg,mystery,pack,love at the first sight","https://assets.dreame.com/cover/2024/01/29/175188690154121625665b7637027ceb.png@.webp","THIS BOOK FOLLOWS THE LYCAN KING'S HYBRID QUEEN - Book 2 In the Lykos series. Join Starr on her mission to find herself and her way home.

During the war with the Fairy King, I died. Astro took me from my family and destroyed me. However, the Moon Goddess had other plans for me. She took my spirit and kept it safe until the war was over. Now, my spirit is back in my body, but I have no clue who I am or where I came from. They call me Starr, but I don't know if that's true.

Found wandering in the forest, I'm dragged to the Alpha of The Wild Pack. Scared and alone, I was expecting death, not a mate in the Alpha.

Together, we journey to find the truth of who I am. But will I like what I find? Or will the Lycan King kill my mate for crimes he did not commit? No matter where life leads me, Alpha Kai is my saving grace, and I must do all that I can to save him in return."
"The Witch's Temptation","Romance","stalker,shifter,dominant,confident,witch/wizard,bear/werebear,bxg,humorous,mystery,magical world","https://files.dreame.com/images/2021/07/13/141506398793424486460ee08a16ec57.png@208w_300h_2e_53287592837a.webp","Clover Harrison is a rare, triple affinity witch. After refusing an arranged marriage from her family, she went to Oregon to run her great aunt's potion shop and teahouse. There's a fearsome beast that all seers see in her future and Clover is driven to live her life to its fullest before she encounters the beast.

Stanton Bruinwald is looking for his Ursa, the woman who will help him run his sleuth. Even though he's starting his search for her a year or two before most Alpha bears do, he feels the time is right. All he needs is some direction.

Old friends and new come together in the third book of the T wisted Design Series."
"Sold To The Cruel Alpha King","Werewolf Romance","alpha,dark,HE,escape while being pregnant,bxg,werewolves,pack,cruel,musclebear","https://assets.dreame.com/cover/2024/01/17/174764570506315366465a7f58459140.png@.webp","Acacia Ferguson's life took a drastic turn after her Step father sold her to one of the most feared Alpha King in Canada. As an omega, her duty was to give the Alpha king a pup. But things changed when she found out that the Alpha king was her mate. Will she accept him after the way he treated her? Or will she find a way to escape?

Elio Jackson needed an heir and he would stop at nothing to get one, so he bought an omega, with hopes of her bearing his pup in no time. What he didn't expect to get was one who was trying to fight her way out and damn did he enjoy the challenge. What will happen when Elio figures out that she meant more to him? Will he be able to accept her or not? 

Find out more about their journey….

All rights reserved…

Written by: princessjody…"
"Betrayed by Her Billionaire Husband: Twisting Love's Fate","Romance","love-triangle,HE,arranged marriage,playboy,drama,bxg,bold,campus,cruel","https://assets.dreame.com/cover/2024/03/13/176775838365188096065f120e8b6f0d.png@.webp","Giada Rossi has spent her whole life pining after Nico Romano since she was six years old. Her father always told her they were destined to wed and their matrimony would connect two household names, making them the most powerful families in the country. The only problem is, her husband Nico seems to have other ideas. After Giada wakes up from what she believes was a nightmare where her so called husband took her life..she realizes all to soon just how real it was.

Can Gia find a way to change fate? Will the choices she makes save her or is she destined to face the same outcome as she was once able to escape?

This is a spicy mafia romance with 18+ spicy material!

#DreameWritingMarathonII"
"The Crown In Between","Romance","one-night stand,HE,fated,powerful,prince,drama,bxg,werewolves,pack","https://files.dreame.com/0/icon/s-407a2af052179bffc5cc5449a93c735c/1697599267.jpg@208w_300h_2e_53287592837a.webp","Julie Bruen never imagined she’d walk into a raving party and, in the morning, run from the very man of her dreams. Why you ask? Because this wasn’t just any old rave. This was the party of the year hosted by none other than the Prince of the Wolves himself. Benson White. Humans are not supposed to live in the world of the supernatural. As their name implies, they defy all odds and destroy the weak. Right? They require humans to live beneath them…to make themselves scarce. Obviously? The supernatural do NOT fraternize with mortals. None other than absolute…truth? Simple warnings to follow and obvious reasons why. However, her best friend Nia, doesn’t think that way. She takes a more progressive approach that lands Julie Bruen…yep you guessed it, in the hands of her mystery man.

Little did Julie know, running from him would not end their connection as she’d hoped. The night she spent throwing caution to the wind, found her with the gift of twins. Beautiful young boys with strength beyond anyone’s imagination, skills superseding their childish stature, and the minds of certified genius. To her, the little gifts that never failed to bring her joy. Even when…her life became darker than before, the three of them survived…together. Seven years later, the mystery comes full circle, and the sheep finds her wolf again. Will this overnight

romance blossom into love or will the shadows of her past and the crown of his future come between the bond of their goddess and familial happiness?"
"The Alpha And Her Prince","Romance","HE,fated,arrogant,prince,drama,bxg,werewolves,pack","https://files.dreame.com/images/2023/07/21/168250388236814745664baf977163fa.png@208w_300h_2e_53287592837a.webp","Rian is fae royalty living in a werewolf pack, with a saved place in the fairy courts to live a life of luxury while serving his uncle, the king. He plans on returning to his realm once he turns 21, but before he can make plans to leave, his best friend and “nephew”, Taegan, convinces him to go to an allied pack in Miami for a friend’s birthday party. While enjoying all the offerings of Miami at the birthday party of Crystal Moon’s next alpha, his world is completely shaken when Rosie Snider enters the scene. She is the most stunningly fierce woman he has ever laid eyes on, but she wants nothing to do with him….

Rosie’s much anticipated birthday comes with anxiety and hope that her childhood friend and lifelong crush is her mate. They may both be alphas and the heirs to their packs, but Rosie has her heart set on him, and they can figure out the logistics of running their packs later…

But when her friend arrives at her party that night, it's not him but his obnoxious and sissy “uncle”, Rian, who fate has destined for her.

He is not even a wolf. He is a fairy prince who wants to return to his realm to take on his princely duties soon.

When a pack member disappears in the cove Rosie often visits with her friends, she has to enlist Rian’s skills to help her find out the source of her friend’s disappearance. Can she keep her resolve to reject him and let him go as they start to spend more and more time together, or will she lose her heart to him, just in time for him to go back to his realm, taking her heart with him?

Any attempts to steal my work will be met with legal action. Copyright © 2023 C. Hazlewood"
"The Luna's Unknown Strength","Werewolf Romance","alpha,reincarnation/transmigration,HE,opposites attract,bxg,campus,pack,cruel,polygamy,seductive","https://assets.dreame.com/cover/2023/07/04/167619604933487411264a406d7463b6.png@.webp","Aria had the perfect life growing up, a loving and caring family, a brother who doted on her and loads of friends. Everything changed for her when she was 12 years old her once happy and peaceful life turned into a living nightmare. After her parents were killed by rogues, her brother turned on her. He wrongly blamed her for their deaths and turned most of the pack against her while the Alpha and Luna were oblivious to what was going on in their pack.After almost 5 years of neglect and horrendous abuse at the hands of her pack mates, she finds out on the Alpha heirs 18th birthday, one of her worst abusers that he is her mate. They immediately reject each other, and 16 year old Aria flees the pack. Once they have lost her, they realise their mistake and want her back. Her brother Sam hates himself. Shane the future Alpha tries to take back his rejection and find her to win her back, his parents are furious with the both of them, but is he really repentant or has he just realised how powerful she actually is and is worried about losing his future position.The bond is not fully severed for some reason, but that does not stop Aria from being given a second chance mate or mates. Will Shane be able to convince her, or is the new love interest a much better option for Aria and her destiny.She also has the added complication of an obsessed Rogue Alpha who has been hell-bent on having her as his mate for years. He wants her to have his pups and help him in his war to take over the packs and the crown and will not stop until he achieves it.Not everyone deserves to have their mate at their side, and that is certainly what some of the leading ladies in this story feel. Are their mates there to show them how they should not be treated by the one who is supposed to love them. Or are they the ones that are a lesson for their mates from the moon goddess, as they have to watch them walk away and find someone better.This generation of women are much less forgiving than the last and will not put up with being walked over, especially when they know they will be given a better option and have the support of their new family and friends around them.

************************************************

“are you ok” Halley says through mindlink.

“no I need to get out of here” I reply “what’s wrong”

“that’s my brother” I say, panicked

“sh.it"" she says out loud

“Just stay here, and I will sneak off. If he’s here, Shane might be, too. He’s your mate, you have to talk to him”

“I’m not going to be his mate” she says out loud, sh.it. Why couldn’t she use her inner voice

“sorry” she looks at me and shrugs, realising she said it out loud.

Sam looks around confused “what’s wrong? we don’t know each other. You have to give me a chance before deciding that” he pleads

“I know enough about you to decide” she says as I try to get up without him noticing. He looks really upset and confused, and then he turns and sees me.

“Aria” he says, shocked before he hugged me “I thought we lost you. We looked for you everywhere” he says, upset.

“Why would you do that? You made it clear I am not your sister, with words and actions now. Please let me go. I would like to leave” I say, annoyed and worried

“Please just wait, let me talk to you, I’m sorry” he begs, but I can’t it must be a trick

“I can’t I just can’t” I say turning around to walk straight into Shane fu.ck I still feel the tingles, they are really faint but still there, how is this possible we rejected one another.

“Aria, I knew you were still alive. I never lost hope. I have missed you so much” he says, hugging and smelling me

“Get the fu.ck off me” I shout pushing him “how dare you touch me either of you and pretend you care leave me the fu.ck alone you have ruined my life once I won’t let you ruin it again” I shout running off four of the guards block them from following me while another takes me to the car to drive me home."
"Billionaire's Ex-Wife Returns With A Baby","Billionaire Romance","HE,escape while being pregnant,second chance,kickass heroine,powerful,boss,heir/heiress,drama,bxg","https://assets.dreame.com/cover/2023/12/08/17330326942514831366572cc175774f.png@.webp","“We are divorced, Adams.” She sighed and wanted to walk away, but he held her.

“It doesn't matter.” He answered, his voice laced with determination.

“I don't love you anymore.”

“That doesn't matter either. What matters is that I want you, and there's nothing you or anyone can do about it.”

*****

Alicia's life has been a series of ups and downs. She suffered abuse from her husband and his family because she couldn't give him a child. She thought she had seen it all, but not until the day she returned home only to receive a letter of divorce from her husband. She pleaded but was met with deaf ears, and so she signed the documents and left.

Little did anyone know that she was pregnant.

She returned six years later with her baby girl only to find her Ex-husband craving her once more.

How will she take this, and what other surprises does fate have in stock for her?"
"The Alpha’s Human Surrogate","Romance","HE,fated,powerful,drama,bxg,werewolves,another world","https://assets.dreame.com/cover/2023/11/16/172525154036323942465567d534a970.png@.webp","The Meadows which is located in the East Yorkshire region, werewolves rule the humans. Ever since they overthrew the human rulers, the humans have been slaves. Every two years ‘The Hunt’ event is hosted, and 20 female names are drawn.

Female humans who are aged 18-25 years old are all subject to selection. Not all who are called return and those who do, refuse to talk.

Erin is 22 years old and this is the third time she has stood in line to see if her name will be called. Only this time her sister is stood several rows in-front of her. For the first time, Erin begins to question what the purpose of ‘The Hunt’ is.

When Erin’s younger sister, Caitlin is called forth, Erin does the only thing she can think of. She volunteers for ‘The Hunt’.

Her impulsive actions set forth a future she couldn’t have anticipated, and one she doesn’t know if she is strong enough to withstand.

What is the fate of those who are called and don’t return? Will she live? Will there be anyone who can save her?

** Please note this book will contain triggering scenes of abuse, slavery and assault. I will aim to include a trigger warning **

** please don’t forget to press ❤️ to follow**

# Stary Writing Academy IV

** Please note that I type the story on a phone, so any typo’s, please point them out, as I intend to edit once completed."
"My Rugby Stud (complete)","Romance","sex,goodgirl,sensitive,sporty,drama,sweet,bxg,city","https://files.dreame.com/group1/M00/09/57/rB84XV7vVuyAJpvgAAGB5ImIz-Y303.jpg@208w_300h_2e_53287592837a.webp","Catching your fiance in your bed with another woman makes you realise that your relationship wasn't what you thought it was. He held me back from following my dreams, he changed me without me realising it, now he is out of the picture i can follow my dream.

Only problem is my ex is never seems to leave me alone, always in the background.

This is my journey including all the drama and excitement.

** Mature content, with scenes of a s****l nature and strong language from the start**

“You enjoying that Martin??” I say as I walk to the closet and grabbing my bags. All I can think about is getting out of there, I grab my clothes and shove them in my case

“Alice"" he whispers shocked to see me. But he still slowly thrusts into the s**t “baby why did you stop?"" the s**t lying under him asks as she follows his line of sight and sees me standing there. Not even bothering to cover herself up, lying n**d on my bed sheets, yeah I bought those not two weeks ago.

** Mature content, with scenes of a s****l nature and strong language from the start**

This is will be updated daily."
"Innocent Little Runt","Werewolf Romance","alpha,possessive,fated,goodgirl,luna,sweet,bxg","https://files.dreame.com/group1/M00/01/35/rB84XVz_GQmAJ4azAAByYKxw2uU047.jpg@208w_300h_2e_53287592837a.webp","Xavier sighed and tried to move in front of me without scaring me into backing away from him. ""It's okay little one,"" he said as came closer to me. I felt so tiny in his presence, especially in wolf form. He knelt down and tried to move closer but I whimpered and backed up more into the tree. He sighed again before trying again and I tired to put all my fears away as he once again reached out his hand.

I put my head down, hoping that if I couldn't see him, I wouldn't be scared. As I felt his hand on my back and felt tingles explode, I jumped but then relaxed as I got used to it. I calmed down more as he picked up my small frame and held me close before whispering into my ear, ""What has happened to you little one?""

*~*~*~*

Celeste has always been running. When she was little a group of rouges killed most of her pack and the remaining wolves ran, including her. Over the years they have slowly split off until it is only her and her mother running. When the rouges once again find them her mother spared her own life to keep her beloved runt safe. She ran, but eventually she could no longer run for her tiny body hadn't had the energy.

Now she has been found by a new pack, The Paramount pack, and she is surprised when she finds her mate. Because how can she, an innocent little runt, have a mate such as Xavier, one of the strongest alphas in the country?"
"I Reject you","Romance","scary,mythology","https://assets.dreame.com/cover/2024/04/03/1775424788488171520660d04cedbb1c.png@.webp","As Isadora's belly swells with the weight of the soon to be Alpha King's unborn child, she overhears a heartless conversation between him and his beta, where he cruelly refers to her as nothing more than a disposable tool and ""s*x toy"" to

bear his heir. Crushed and shattered, Isadora makes a daring escape into the shadows of the untamed wilderness, with his unborn baby in her womb threatening his ascension , hell breaks loose.

The story of Isadora, a woman who gets betrayed, disappointed and hurt. Multiple times by her mate, unfortunately for her, she is pregnant for him, but he's only concerned with pack matters and ascending the throne of Alpha king.

Would she give up on him, Runaway and reject him out of frustration and fear, or would her mate forsake the alpha king title he desperately desires and love her back?

If you're not a fan of thrilling and emotionally engaging stories, this might not be the right choice for you. Please consider another option. Thank you"
"Claiming My Wolf","Werewolf Romance","alpha,love-triangle,kickass heroine,bxg,werewolves,highschool,pack,self discover,supernatural,school","https://assets.dreame.com/cover/2023/11/22/1727260395788083200655dcc3755dfe.png@.webp","Sadie's parents die tragically in a car accident - or so she's told. She's sent to live with her aunt and uncle to finish her senior year of high school, but there's something strange about the town and the other students.

It doesn't take her long to realize there's more to this town than meets the eye - and maybe more to her as well. Has she finally found where she belongs? Or was coming here all a big mistake?"
