name,assoc_names,original_language,authors,genres,tags,image_link,description
A Sweet Girl Won’t Be Fooled By The Villainess,"[""A Sweet Girl Won't Be Fooled and Lose Her Mind by the Villainess"", '甜妹才不会被恶役千金哄骗失心呢']",chinese,['终点之后'],"['comedy', 'fantasy', 'gender bender', 'mystery', 'romance', 'school life', 'shoujo ai', 'yuri']","['aristocracy', 'beautiful female lead', 'carefree protagonist', 'charming protagonist', 'cute protagonist', 'demon lord', 'demons', 'dense protagonist', 'doting love interests', 'honest protagonist', 'love interest falls in love first', 'magic', 'male to female', 'naive protagonist', 'obsessive love', 'poor protagonist', 'poor to rich', 'possessive characters', 'r-15', 'reincarnation', 'saving the world', 'second chance', 'strong love interests', 'transported to another world', 'villainess noble girls', 'yandere']",https://cdn.novelupdates.com/images/2023/12/A-Sweet-Girl-Wont-Be-Fooled-By-The-Villainess.jpg,"A wealthy young man from a wealthy family was turned into a poor girl named Ifia. A system then gave her a choice. 【Save the World】 or 【To be in a relationship with the villainess】 Compared to the heavy responsibility of saving the world, the villainess Amelia is a cold and beautiful woman with silver hair and purple eyes. As long as Ifia can deal with this rich woman, she can happily live a carefree life. Every second of hesitation for Ifia feels like a betrayal to herself. Later on, Ifia successfully captures Amelia’s heart. She was held in the arms of the villainess and kissed, preventing her from destroying the world. Then, seeing the devil’s horns sprout out of her head, she finally understood the system’s language trap. She suppresses the desire to end it all with the system. There is still a chance to be saved now, she must escape!!!"
A Tale of Strategies For the Throne,"['Notes of a Strategy For the Throne', '王座攻略笔记']",chinese,"['tian luo shui', '天洛水']","['action', 'adventure', 'fantasy', 'yaoi']","['adopted protagonist', 'age progression', 'age regression', 'ancient times', 'androgynous characters', 'aristocracy', 'army', 'assassins', 'bodyguards', 'brother complex', 'caring protagonist', 'character growth', 'charismatic protagonist', 'charming protagonist', 'clever protagonist', 'comedic undertone', 'couple growth', 'curses', 'cute protagonist', 'death', 'death of loved ones', 'depictions of cruelty', 'destiny', 'determined protagonist', 'devoted love interests', 'discrimination', 'divine protection', 'doting love interests', 'doting older siblings', 'dreams', 'empires', 'enemies become lovers', 'european ambience', 'first love', 'genius protagonist', 'gods', 'handsome male lead', 'hard-working protagonist', 'heartwarming', 'helpful protagonist', 'kingdom building', 'kingdoms', 'knights', 'leadership', 'limited lifespan', 'long separations', 'love interest falls in love first', 'lovers reunited', 'loyal subordinates', 'male yandere', 'multiple timelines', 'mysterious illness', 'nobles', 'obsessive love', 'older love interests', 'overprotective siblings', 'past plays a big role', 'past trauma', 'pets', 'power couple', 'proactive protagonist', 'prophecies', 'royalty', 'second chance', 'selfless protagonist', 'siblings not related by blood', 's*aves', 'slow romance', 'terminal illness', 'time loop', 'time skip', 'tragic past', 'transmigration', 'unconditional love', 'unlucky protagonist', 'wars']",https://cdn.novelupdates.com/images/2020/06/throne.jpg,"It is said that Garlan, believed to be the child of destiny, returned to his distant past life in order to break the curse that ensured his death upon reaching adulthood. He valiantly battled his arch-enemy, vied for the throne, and sought to save a kingdom on the brink of destruction. However, he was defeated by his arch-enemy four times. Upon being reborn once more, he felt incapable of defeating his nemesis and was determined to escape, yearning for a life of freedom and happiness. Yet, in this lifetime, his former arch-enemy became a loyal follower. Pushed by the people around him, he unwittingly embarked on the treacherous and glorious path to the throne, filled with thorns and honor. A millennium later, the song of the “Wise King” still echoed throughout the land. This story depicts the journey of a reborn youth who, with the support of numerous followers and the protection of his once-enemy-turned-loyal-ally, gradually transformed from a young prince into a wise and noble ruler. The writing in this text is delicate, with an intriguing and captivating plot that maintains a sense of grandeur. It subtly carries the style of ancient European and Eurasian epic legends, with meticulous descriptions of scenes and emotions, creating vivid imagery. Through the words, one can experience the distinct charm of the fantasy Eurasian era. Each character in the story possesses distinct traits, and the interactions between the protagonist and his ally are filled with sweetness and charm."
A Village Appeared on My Desktop,['내 바탕화면에 마을이 생겼다'],korean,['하늘바다땅'],"['action', 'adventure', 'comedy', 'fantasy', 'slice of life', 'supernatural']","['game elements', 'male protagonist', 'multiple pov']",https://cdn.novelupdates.com/images/2024/04/A-village-appeared-on-my-Desktop.jpg,"Someone came and started living on my desktop, which had a beautiful meadow in the background."
"A Way To Protect You, Sweetheart","['A Way to Protect the Lovable You', 'Saving My Sweetheart', '다정한 그대를 지키는 방법']",korean,"['drug jelly', '마약젤리']","['drama', 'fantasy', 'romance', 'tragedy']","['abandoned children', 'abusive characters', 'adapted to manhwa', 'aristocracy', 'beasts', 'beautiful female lead', 'blackmail', 'brainwashing', 'brotherhood', 'calm protagonist', 'caring protagonist', 'character growth', 'child abuse', 'clever protagonist', 'conflicting loyalties', 'couple growth', 'cruel characters', 'curses', 'cute protagonist', 'death of loved ones', 'depictions of cruelty', 'devoted love interests', 'divine protection', 'divorce', 'doting love interests', 'doting older siblings', 'doting parents', 'dragons', 'early romance', 'empires', 'enemies become lovers', 'familial love', 'family conflict', 'fantasy world', 'female protagonist', 'flashbacks', 'forced into a relationship', 'forced marriage', 'god-human relationship', 'goddesses', 'godly powers', 'handsome male lead', 'hard-working protagonist', 'hated protagonist', 'hidden abilities', 'hiding true abilities', 'kind love interests', 'kingdoms', 'loneliness', 'loner protagonist', 'love interest falls in love first', 'loyal subordinates', 'magic', 'manipulative characters', 'mind control', 'misunderstandings', 'multiple pov', 'nobles', 'parent complex', 'past plays a big role', 'past trauma', 'persistent love interests', 'poisons', 'possessive characters', 'power couple', 'pragmatic protagonist', 'pregnancy', 'pretend lovers', 'proactive protagonist', 'prophecies', 'resurrection', 'revenge', 'royalty', 'sadistic characters', 'saints', 'saving the world', 'schemes and conspiracies', 'second chance', 'secrets', 'shy characters', 'siblings', 'sickly characters', 'single parent', 'smart couple', 'strong love interests', 'sword and magic', 'time travel', 'tragic past', 'unconditional love', 'weak to strong']",https://cdn.novelupdates.com/images/2021/03/A-Way-To-Protect-You-Sweetheart_1615746072.jpg,"Finally, it was their first night. Leticia whispered, leaning her forehead against his chest. “As expected, is it too far? Should I get closer?” Dietrian barely swallowed a groan. His hand grasping Leticia’s shoulder was shaking with a sweet faze, but she didn’t notice. “I know that you’re uncomfortable. But please bear with me until my mother comes.” Dietrian hated Leticia. It was natural as Leticia’s mother killed his family. She had never doubted the fact. So she didn’t know, how badly his face was distorted by her words. “You just have to put up with me for half a year. Then, I will divorce you as you wish.” At the word ‘divorce’, he gritted his teeth."
Accidentally Having a Baby with the Enemy Prince,['意外和敌国太子有了崽崽后'],chinese,['若兰之华'],"['historical', 'martial arts', 'romance', 'shounen ai', 'yaoi']","['ancient china', 'ancient times', 'arrogant characters', 'clever protagonist', 'clingy lover', 'cold love interests', 'cold protagonist', 'confident protagonist', 'conflicting loyalties', 'cute children', 'empires', 'enemies become lovers', 'famous protagonist', 'fearless protagonist', 'first love', 'handsome male lead', 'hated protagonist', 'heroes', 'hiding true abilities', 'hiding true identity', 'kingdoms', 'loyal subordinates', 'marriage', 'military', 'mpreg', 'mysterious family background', 'mysterious past', 'nobles', 'overpowered protagonist', 'possessive characters', 'power couple', 'royalty', 'shameless protagonist', 'smart couple']",https://cdn.novelupdates.com/images/2024/02/Accidentally-Having-a-Baby-with-the-Enemy-Prince.jpeg,"The Jiang and the Sui Empires are sworn enemies. Both sides have been fighting back and forth for decades, each trying to press the other to death by the Yellow River. In order to achieve this goal, the Sui Empire dispatched the Lone Star, Crown Prince Sui Heng, who’s known for his cold-blooded killing methods, straight to attack the capital city of Jiang. The Jiang Empire has sent their Crown Prince Jiang Yun, whose reputation for virtue has spread throughout the world and who has recruited countless famous scholars, to lead his trusted aides to secretly infiltrate the enemy’s rear and interfere with their plans. Both sides were very pleased with their results. It turned out there was a little accident when they retreated. Jiang Yun was assassinated by his subordinates, rolled down the cliff, and picked up by Sui Heng, who was also schemed by others. In order to cure the poison, the two were forced to have s*x…… Afterwards, looking at that snow-white and stunning face, Sui Heng, who had always rejected having s*xual interc**rse with men and women had difficulty controlling his pounding heart. He took this little beauty that he accidentally picked up back and raise him as a Wai Shi in the other residence. Jiang Yun thought that it was impossible to escape, so he played along and pretended to have amnesia. While dutifully serving the Great Lone Star as a Wai Shi, he spied on the enemy’s information. As a result, he hasn’t spied out much information yet, but his belly is getting bigger day by day. Jiang Yun: Ah, ah, ah, may I ask if it’s still possible to run away now? ** His Royal Highness, the Crown Prince, whom the Jiang Empire has been looking forward to day and night, has finally returned to his home country. Not only did he come back, but he also brought a little oil bottle along as well. No one knows who the child’s father is, and no one dares to ask either. Only Jiang Yun saw him as a beautiful little bunny who’s capable of finishing three bowls of rice per meal and is a little brat that was born with divine power. He is worried to death. The child looks too much like his father, what should I do? Is it still possible to strangle him to death now? The child who’s capable of eating: Shivering ** Upon learning that his favorite concubine may have fled to the Jiang Empire, Sui Heng was furious and once again joined forces with other kingdoms to attack the Jiang Empire. The one who came to meet him head-on was the mysterious Crown Prince of the Jiang Empire, whose reputation was famous all over the world and who was known as the world’s first beauty. Sui Heng sneered and ordered: Those who can take Jiang Yun’s head later will be rewarded with ten thousand gold and granted the title of Marquis of Ten Thousand Houses. The two sides armies were at war, and they saw a youth in a green shirt and jade belt appear gracefully in front of the formation, with a nine-point resemblance to the fleeing Wai Shi. Sui Heng was confused and shouted, “Anyone who dares to shoot an arrow, Gu will take your dog’s life!” The Sui Empire’s soldiers: ?"
Adore,['心悦(BDSM)'],chinese,['阿琰'],"['adult', 'josei', 'mature', 'romance', 'slice of life', 'smut']","['bdsm', 'college/university', 'cute protagonist', 'female protagonist', 'handsome male lead', 'r-18']",https://www.novelupdates.com/img/noimagefound.jpg,"I like you, so I want to enter your world. “Why lie to yourself? You obviously like it a lot.” Gentle and black-bellied male protagonist X obedient and coquettish female protagonist"
After a One Night Stand With the Male Lead,"['与男主一夜情后', '与男主一夜情后（1V1）']",chinese,['栗子糖炒肉'],"['adult', 'fantasy', 'mature', 'romance', 'slice of life', 'smut']","['beautiful female lead', 'c*nnilingus', 'female protagonist', 'first-time interc**rse', 'handsome male lead', 'h*ndjob', 'love interest falls in love first', 'm*sturbation', 'modern day', 'r-18', 'transmigration']",https://cdn.novelupdates.com/images/2023/05/After-a-One-Night-Stand-With-the-Male-Lead.jpg,"What should Rong Ling do after transmigrating into a miserable and malicious female supporting character? Stay away from male and female leads and cherish her life. On the day before the encounter between the male and female leads, she had a love-making night with the male lead, Si Wuque. And she was the one who made the first move! Afterwards, Rong Ling was like a scumbag and declared: “I can’t even remember what happened yesterday.” “Let’s just treat it as an accident.” “We’re both adults, let’s forget about it!” Si Wuque trapped her in his arms. His eyes were flowing with a gentle smile, but the dark pupils contained a dangerous passion. “If you forgot, then I’ll help you remember, my dear fiancée.” Wait! The plot doesn’t seem to be developing properly!"
"After a Substitution in Marriage, the Mute Becomes the Cherished Treasure in the Magnate’s Palm","['Thế Gả Sau, Tiểu Người Câm Là đại Lão Lòng Bàn Tay Bảo', '替嫁后，小哑巴是大佬掌心宝']",chinese,['小王没笔名'],"['drama', 'fantasy', 'romance', 'slice of life', 'yaoi']","['arranged marriage', 'arrogant characters', 'businessmen', 'character growth', 'cold love interests', 'complex family relationships', 'cute children', 'cute protagonist', 'disabilities', 'family conflict', 'love rivals', 'misunderstandings', 'modern day', 'mpreg', 'mute character', 'omegaverse', 'past plays a big role', 'past trauma', 'r*pe victim becomes lover', 'r*pe', 'shy characters', 'wealthy characters']",https://cdn.novelupdates.com/images/2023/10/After-a-substitution-in-marriage-the-mute-becomes-the-cherished-treasure-in-the-magnates-palm.png,"Nan Yi is mute and, moreover, considered an inferior omega. As a result, he has always been virtually invisible within his family. On the 20th birthday of his high-quality omega twin brother, he replaced his brother to be by the side of He Yu Shen. Little did he know, he couldn’t even last one night before that man discovered his pretense. Nan Yi was aware that He Yu Shen cherished feelings for his brother, Nan Zhi. He Yu Shen remarked, ‘He’s nothing but an inferior omega who took his brother’s place out of greed for wealth and prestige. He’s not worth our concern.’ Humiliating words kept reaching Nan Yi’s ears, yet he couldn’t retort even a single word.”"
After Becoming the Stand-in for the White Moonlight,"['After Wearing a White Moonlight Stand-in (mtl)', '穿成白月光替身后']",chinese,"['shu ning', '黍宁']","['action', 'adventure', 'drama', 'fantasy', 'mature', 'mystery', 'romance', 'tragedy', 'xianxia']","['animal characteristics', 'apathetic protagonist', 'appearance changes', 'beasts', 'beautiful female lead', 'betrayal', 'buddhism', 'calm protagonist', 'character growth', 'clever protagonist', 'cold love interests', 'confident protagonist', 'cross-dressing', 'cultivation', 'cunning protagonist', 'curses', 'death', 'demon lord', 'demonic cultivation technique', 'demons', 'depictions of cruelty', 'determined protagonist', 'distrustful protagonist', 'dragons', 'enemies become allies', 'evil organizations', 'fantasy world', 'fast cultivation', 'fast learner', 'fearless protagonist', 'female master', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'hiding true abilities', 'hiding true identity', 'immortals', 'inferiority complex', 'jealousy', 'leadership', 'loneliness', 'love interest falls in love first', 'master-disciple relationship', 'mature protagonist', 'misunderstandings', 'multiple identities', 'near-death experience', 'phoenixes', 'poisons', 'polite protagonist', 'revenge', 'ruthless protagonist', 'sharp-tongued characters', 'siblings not related by blood', 'slow romance', 'stoic characters', 'strong love interests', 'strong to stronger', 'sword wielder', 'time skip', 'transmigration', 'unlucky protagonist', 'weak to strong']",https://cdn.novelupdates.com/images/2023/09/After-Becoming-the-Standin-for-the-White-Moonlight.jpg,"After becoming the stand-in for the ‘White Moonlight’, the real ‘White Moonlight’ has returned. Qiao Wan has always understood that she is the substitute for Mu Xiaoxiao, the younger martial sister of the Kunshan Sect, whom they found as a replacement after Mu Xiaoxiao passed away. Her martial uncle, elder brother, and elder martial sisters cared for her mainly due to her resemblance to Mu Xiaoxiao. Despite how others said she wasn’t as brave, adorable, or smart as Mu Xiaoxiao, Qiao Wan didn’t mind that her own worth was erased. She doubled her efforts, hoping not to disappoint the expectations of her sect. One day, the dearly beloved and long-gone Mu Xiaoxiao, the true younger martial sister of the Kunshan Sect, returned, reclaiming everything that belonged to her. As the stand-in for ‘White Moonlight’, the counterfeit Qiao Wan felt embarrassed, indignant, emotionally broken down, she angrily flipped the table and ‘left the mountain’, declaring that she wouldn’t continue this substitute role. For so many years, she had been living for others. Now, Qiao Wan just wanted to live her life in a dignified manner for once, and not to forget, to crush those foolish people who tried to manipulate her. Content Tags: Time-traveling, Xianxia cultivation, Book-traveling, Leveling-up
One-sentence: After becoming the stand-in for the ‘White Moonlight’, the real ‘White Moonlight’ has returned."
"After Being Mind-read by the Cannon Fodder Group, the Foolish Beauty Effortlessly Won at Life",['被炮灰团读心后，笨蛋美人躺赢了'],chinese,['莞然一笑'],"['drama', 'fantasy', 'romance', 'slice of life', 'tragedy']","['charming protagonist', 'doting older siblings', 'doting parents', 'familial love', 'fast learner', 'female protagonist', 'heartwarming', 'late romance', 'lucky protagonist', 'modern knowledge', 'multiple pov', 'multiple timelines', 'multiple transported individuals', 'reincarnation', 'romantic subplot', 'second chance', 'tragic past', 'transmigration']",https://cdn.novelupdates.com/images/2024/02/After-Being-Mindread-by-the-Cannon-Fodder-Group-the-Foolish-Beauty-Effortlessly-Won-at-Life.jpg,"Xu Jinning transmigrated and found herself in a fictionalized version of the 1980s from several novels, where she was the fake rich daughter cannon fodder destined to suffer from depression and die three years later. Knowing that this was an unchangeable world, Xu Jinning chose to be indifferent and live one day at a time. Suddenly, the cannon fodder group from these novels discovered that they could hear Xu Jinning’s inner thoughts! Xu Fanghua: … After completely falling out with her best friend of over a decade, she turned the tables, pushing her friend towards the ab*sive man and going to college with her acceptance letter. Aunt Xu: … Gritting her teeth, she didn’t sell the house. Three months later, they moved into a new house, starting a life of collecting rent. The director of the poultry factory, who switched to raising chickens and ducks: … While everyone else’s pigs died, only the chickens, ducks, and geese raised in his factory brought in a full pot of wealth. … Xu Jinning realized that she was just casually commenting, but everyone around her was changing, and they were being exceptionally good to her. Her big sister, who used to dislike her, was now helping her prepare for college. Her second brother took charge of vast lands for her. The director of the poultry factory unexpectedly wanted to acknowledge her as his goddaughter, ensuring she had meat to eat every day. Most shocking of all, her aunt wanted to transfer one of the houses acquired from the demolition into her name, as a gift… Unconsciously, Xu Jinning found that she seemed to be effortlessly winning at life!"
"After Crossdressing, I Made the Tyrant Pregnant",['女装后我让暴君怀孕了'],chinese,['叶重阑'],"['comedy', 'drama', 'fantasy', 'historical', 'romance', 'shounen ai']","['ancient china', 'calm protagonist', 'caring protagonist', 'childcare', 'cold love interests', 'cross-dressing', 'cute children', 'empires', 'enemies become lovers', 'misunderstandings', 'mpreg', 'royalty', 'seme protagonist', 'slow romance', 'tsundere']",https://cdn.novelupdates.com/images/2024/02/After-Crossdressing-I-Made-the-Tyrant-Pregnant.jpg,"Lu Changping, a sovereign ruler, exhibited remarkable intelligence and military prowess after his ascension to the throne. His only flaw was being overly fond of his sister, to an extreme degree in his later years. The neighboring tyrant, known for his mu*derous and cold-blooded nature, had already killed three fiancées. Hearing that Lu Changping’s sister was the most beautiful woman of the era, he repeatedly sent proposals to marry her. Refusal might lead to a military confrontation between their nations. After much deliberation, Lu Changping finally decided to disguise himself as a woman and replace his twin sister in the marriage alliance. Unexpectedly, the tyrant fell deeply in love with him at first sight. Not only did he make him the Empress, but he also expressed a desire to have an heir with him? ===== Xie Xuan Yuan, striving for unification, instigated war to dominate the world. Hearing about the enemy emperor’s excessive affection for his sister, Xie harbored malicious intentions and requested a marriage alliance. Everyone anticipated the princess from the marriage alliance to be found dead in the cold palace, but contrary to expectations, the tyrant devoted himself every day to winning over the beauty. Unfortunately, the “bashful and demure” beauty always found reasons to refuse sharing a room with him. One night, Xie Xuan Yuan, unable to contain himself, drugged the beauty’s drink, only to discover that the beauty was a man, and once undressed, was even more masculine than himself… Ten months later, Xie Xuan Yuan, with child in tow, confronted Lu Changping, threatening fiercely: “You owe me an explanation for that night. If you don’t give me one, I’ll kill your son.” Lu Changping: “Would you really? That child is also yours!”"
"After I Rescued a Beautiful Woman From a Stalker, She Started Spoiling Me and Turning Me Into a No-Good Freeloader",['ストーカー男に襲われている美人を助けたら、おっさんはヒモになった'],japanese,[],"['ecchi', 'harem', 'romance', 'slice of life']","['apartment life', 'average-looking protagonist', 'beautiful female lead', 'caring protagonist', 'devoted love interests', 'doting love interests', 'kind love interests', 'love interest falls in love first', 'modern day', 'multiple pov', 'persistent love interests', 'popular love interests', 'yandere', 'younger love interests', 'younger sisters']",https://www.novelupdates.com/img/noimagefound.jpg,"The days of being pampered by a younger beauty begin. Himoda Youichi, who worked as a manga artist assistant, got fired by his hysterical manga artist boss once again. Fed up after being fired multiple times, he snapped and erased his smartphone contacts to cut off communication. However, this led to him losing contact with acquaintances, with no parents to rely on and no home to return to. While struggling to figure out how to move forward, he helped a woman in need. This marked the beginning of a sweet luring encounter that led the old man to a life of being a freeloader."
"After Losing Her Husband, She Turned the Petty Villains in the Marquis’s Mansion Into Big Shots",['丧夫后，她把侯府小反派养成大佬'],chinese,['余弗'],"['drama', 'fantasy', 'historical', 'romance', 'slice of life']","['ancient china', 'ancient times', 'calm protagonist', 'childcare', 'court official', 'cute children', 'cute story', 'doting older siblings', 'doting parents', 'family', 'female protagonist', 'love interest falls in love first', 'multiple transported individuals', 'politics', 'power couple', 'schemes and conspiracies', 'smart couple', 'transmigration', 'villainess noble girls']",https://cdn.novelupdates.com/images/2023/11/After-losing-her-husband-she-turned-the-petty-villains-in-the-Marquiss-mansion-into-big-shots.png,"When Tang Shuyi is transported to another world, she finds herself in the body of the wife of Marquis Yongning in the Daqian Dynasty. With wealth, power, and status, and without in-laws or a living husband, she seems to have hit the jackpot of transmigration. Just as she begins to relish her life as a wealthy and noble lady, she discovers she’s actually in a novel – as its greatest villain. Not only does she possess wealth, power, and status, but she also has three unruly children. The eldest is lovesick, the second a notorious playboy in the capital, and the youngest daughter is arrogant and domineering. She herself is destined to die soon, leading to the fall of the marquis’ title and a tragic end for her children. Tang Shuyi takes a deep breath, rolls up her sleeves, and gets to work! We follow her journey as she disciplines her wayward children and navigates life as a noblewoman in ancient times, balancing wealth and leisure."
"After Marrying a Vegetative Princess, I Went Crazy With Joy!",['大唐：娶了植物人公主后我乐疯了'],chinese,['七月啊'],"['action', 'adventure', 'comedy', 'drama', 'fantasy', 'harem', 'psychological', 'romance', 'supernatural']","['age regression', 'ancient china', 'ancient times', 'arranged marriage', 'beautiful female lead', 'coma', 'forced marriage', 'handsome male lead', 'heartwarming', 'male protagonist', 'nobles', 'reincarnation', 'royalty', 'system administrator', 'time travel']",https://cdn.novelupdates.com/images/2023/06/After-Marrying-a-Vegetative-Princess-I-went-crazy-with-joy.jpg,"My name is Su Li. I traveled through time, and because of an accident, Princess Changle became a vegetative state, and I became the candidate for the celebration and sacrifice. Everyone is sorry for my miserable experience, but I almost went crazy with joy! Because I am bound to a system, as long as I have physical contact with noble people, I can get so many points, buy various commodities, and even call myself the ancestor, and return to modern times! ……… My name is Li Lizhi, usually they will call me Princess Changle. I fell into a coma, because of an accident. In fact, I was mu*dered into a vegetative state by my jealous sister Princess Gao Yang. Originally I was planning to end my life, but inexplicably gained a husband. He loved me so much, cared everything about me, and gave me the confidence to persevere, but… the shame is, why do you have to hold me every second no matter what a situation it is? Well, I admit it, this feeling is really delicious! Darling… I miss your hold so much even if I am just in your hold at this moment!"
"After My Childhood Friend Cheated On Me, I Became Hated by the Whole School, but for Some Reason, the Beautiful and Pe*verted Transfer Student Wants to Devote Her Body and Soul to Be My S*ave!",['幼馴染を寝取られ全校生徒から嫌われた俺、なぜかド変態な美少女転校生に身も心も捧げたいと隷属を志願されている'],japanese,[],"['comedy', 'drama', 'ecchi', 'romance', 'school life', 'slice of life']","['beautiful female lead', 'betrayal', 'childhood friends', 'devoted love interests', 'kind love interests', 'living alone', 'love interest falls in love first', 'master-servant relationship', 'modern day', 'multiple pov', 'persistent love interests', 'popular love interests', 'r-15', 'yandere']",https://www.novelupdates.com/img/noimagefound.jpg,"Konoe Masaru witnessed his childhood friend and a strange man having s*x on his bed in his own room. “…What the hell is going on…” What’s more, when the two noticed Masaru, they verbally abused him.
It didn’t stop there. For some reason, Masaru was rumored to have been the one who cheated and committed domestic violence the very next day. He ended up being hated by all the students in the school.
Masaru, who has been used to being feared and avoided because of his tough-looking appearance, has no choice but to accept the current situation and try to live quietly, but… “Please make me your——s*x s*ave as you please, Konoe-sama!!” A pe*verted blonde-haired, blue-eyed beautiful transfer student wants to dedicate her body and soul to Masaru, asking him to be her Master!!
Masaru’s high school life became increasingly distorted due to the girl’s unfathomable perversion. “Ehehe, My Master♡” Masaru got entangled with a pe*verted transfer student who desperately wants to become his s*ave…in a crazy way"
